Description	ID	nc	nt	sp
 Neurospora crassa OR74A hypothetical protein (161 aa)	22049	1	0	0
 Neurospora crassa OR74A hypothetical protein (161 aa)	22050	1	0	0
 Neurospora crassa OR74A hypothetical protein (161 aa)	22052	1	0	0
 Neurospora crassa OR74A hypothetical protein (161 aa)	22053	1	1	0
 Neurospora crassa OR74A hypothetical protein (161 aa)	22054	1	0	0
 Neurospora crassa OR74A hypothetical protein (161 aa)	22057	1	0	0
"silenced P-specific polypeptide Pi"	22059	0	0	1
"dubious"	22060	0	0	1
"Schizosaccharomyces pombe specific protein"	22061	0	0	1
"6,7-dimethyl-8-ribityllumazine synthase"	22063	0	0	1
"GARP complex subunit Vps51 (predicted)"	22064	0	0	1
fgenesh1_pg.5_#_909	22065	0	1	0
fgenesh1_pg.4_#_807	22067	0	1	0
fgenesh1_pm.3_#_1079	22068	0	1	0
fgenesh1_pm.2_#_1204	22069	1	1	0
estExt_Genewise1.C_22583	22070	1	1	0
e_gw1.1.3029.1	22072	0	1	0
estExt_fgenesh1_pm.C_10399	22073	1	1	0
 Neurospora crassa OR74A hypothetical protein (160 aa)	22074	1	0	0
 Neurospora crassa OR74A hypothetical protein (160 aa)	22075	1	0	0
 Neurospora crassa OR74A hypothetical protein (160 aa)	22078	1	0	0
 Neurospora crassa OR74A hypothetical protein (160 aa)	22079	1	0	0
 Neurospora crassa OR74A histidine phosphotransferase-1 (160 aa)	22080	3	1	0
"frataxin"	22082	0	0	1
"dubious"	22084	0	0	1
fgenesh1_pg.81_#_1099	22085	0	1	0
fgenesh1_pm.81_#_829	22086	0	1	0
estExt_Genemark.C_810243	22087	1	1	0
estExt_Genewise1.C_61783	22088	1	1	0
fgenesh1_pg.4_#_672	22089	0	1	0
e_gw1.4.730.1	22090	0	1	0
e_gw1.3.2231.1	22092	0	1	0
estExt_fgenesh1_kg.C_30065	22093	0	1	0
estExt_Genemark.C_20913	22094	1	1	1
Genemark.1662_g	22096	0	1	0
fgenesh1_pm.1_#_1082	22097	0	1	0
estExt_fgenesh1_kg.C_10284	22098	1	1	0
 Neurospora crassa OR74A hypothetical protein (159 aa)	22099	1	0	0
 Neurospora crassa OR74A hypothetical protein (159 aa)	22100	1	0	0
 Neurospora crassa OR74A hypothetical protein (159 aa)	22103	1	0	0
 Neurospora crassa OR74A hypothetical protein (159 aa)	22105	1	1	0
 Neurospora crassa OR74A hypothetical protein (159 aa)	22106	1	0	0
"holo TFIIH complex subunit Tfb6"	22109	0	0	1
"mitochondrial ribosomal protein subunit L13 (predicted)"	22110	0	0	1
"mitochondrial inner membrane peptidase complex catalytic subunit (predicted)"	22111	0	0	1
estExt_Genewise1Plus.C_814361	22115	1	1	0
e_gw1.81.6107.1	22116	1	1	0
estExt_fgenesh1_kg.C_810052	22117	1	1	1
e_gw1.5.729.1	22119	0	1	0
estExt_fgenesh1_pg.C_50511	22120	0	1	0
e_gw1.4.644.1	22121	1	1	0
Genemark.4062_g	22122	0	1	0
e_gw1.2.2675.1	22123	1	1	1
estExt_fgenesh1_pg.C_10986	22124	1	1	0
fgenesh1_pm.1_#_410	22125	0	1	0
estExt_Genewise1.C_10443	22126	1	1	0
 Neurospora crassa OR74A hypothetical protein (158 aa)	22128	1	1	0
 Neurospora crassa OR74A hypothetical protein (158 aa)	22129	1	0	0
 Neurospora crassa OR74A hypothetical protein (158 aa)	22130	1	1	0
 Neurospora crassa OR74A autophagy protein Apg12 (158 aa)	22131	1	1	0
 Neurospora crassa OR74A hypothetical protein (158 aa)	22132	2	0	0
 Neurospora crassa OR74A hypothetical protein (158 aa)	22134	1	1	0
 Neurospora crassa OR74A hypothetical protein (158 aa)	22136	1	0	0
 Neurospora crassa OR74A hypothetical protein (158 aa)	22142	1	0	0
"Schizosaccharomyces specific protein, predicted GPI anchor"	22143	0	0	1
"thioredoxin peroxidase Pmp20"	22144	0	0	1
"Schizosaccharomyces specific protein Tam5"	22146	0	0	1
estExt_Genemark.C_812193	22147	0	2	0
e_gw1.81.4616.1	22148	1	1	2
Genemark.8246_g	22149	0	1	0
estExt_fgenesh1_pm.C_810753	22150	0	1	0
estExt_fgenesh1_kg.C_810240	22151	1	1	0
Genemark.7219_g	22152	0	1	0
fgenesh1_pg.6_#_646	22154	0	1	0
estExt_fgenesh1_kg.C_60106	22155	1	1	1
Genemark.6255_g	22156	0	1	0
Genemark.5278_g	22157	0	1	0
fgenesh1_pg.4_#_877	22158	0	1	0
estExt_Genewise1Plus.C_41644	22159	1	1	0
fgenesh1_pg.4_#_196	22160	0	1	0
fgenesh1_pg.3_#_874	22162	0	1	0
estExt_fgenesh1_kg.C_30155	22163	1	1	2
 Neurospora crassa OR74A hypothetical protein (157 aa)	22166	1	0	0
 Neurospora crassa OR74A hypothetical protein (157 aa)	22167	1	1	0
 Neurospora crassa OR74A cell wall biogenesis protein Ecm15 (157 aa)	22169	2	0	0
 Neurospora crassa OR74A hypothetical protein (157 aa)	22171	1	0	0
 Neurospora crassa OR74A 40S ribosomal protein S18 (157 aa)	22175	1	0	2
 Neurospora crassa OR74A DNA-directed RNA polymerase I and III polypeptide (157 aa)	22176	1	0	0
 Neurospora crassa OR74A hypothetical protein (157 aa)	22177	1	0	0
 Neurospora crassa OR74A hypothetical protein (157 aa)	22178	1	0	0
"Schizosaccharomyces specific protein"	22179	0	0	1
"dubious"	22180	0	0	1
"ubiquitin conjugating enzyme Ubc14 (predicted)"	22181	2	2	3
"TRAPP complex subunit Bet5 (predicted)"	22182	0	0	1
"DASH complex subunit Dam1"	22183	0	0	1
"transcription factor TFIID complex subunit Taf3 (predicted)"	22184	0	0	1
"truncated C terminal region of membrane transporter"	22186	0	0	1
estExt_Genewise1.C_814531	22187	1	1	1
e_gw1.81.2791.1	22188	0	1	0
fgenesh1_pm.81_#_1246	22189	0	1	0
estExt_Genewise1Plus.C_812436	22190	1	1	0
fgenesh1_pm.81_#_726	22192	0	1	0
gw1.6.1843.1	22193	1	1	0
fgenesh1_pm.5_#_652	22195	1	1	0
fgenesh1_pg.4_#_762	22196	0	1	0
fgenesh1_pm.3_#_729	22197	0	1	0
estExt_fgenesh1_pm.C_30667	22198	0	1	0
estExt_fgenesh1_pm.C_30559	22199	2	2	3
Genemark.3358_g	22200	0	1	0
estExt_fgenesh1_pg.C_11228	22201	0	1	0
Genemark.730_g	22203	0	1	0
 Neurospora crassa OR74A hypothetical protein (156 aa)	22205	1	0	0
 Neurospora crassa OR74A hypothetical protein (156 aa)	22208	1	0	0
 Neurospora crassa OR74A hypothetical protein (156 aa)	22209	1	0	0
 Neurospora crassa OR74A hypothetical protein (156 aa)	22211	1	0	0
 Neurospora crassa OR74A hypothetical protein (156 aa)	22212	1	1	0
 Neurospora crassa OR74A hypothetical protein (156 aa)	22213	1	0	0
 Neurospora crassa OR74A hypothetical protein (156 aa)	22216	1	0	0
 Neurospora crassa OR74A hypothetical protein (156 aa)	22218	1	1	0
 Neurospora crassa OR74A hypothetical protein (156 aa)	22219	1	1	0
 Neurospora crassa OR74A hypothetical protein (156 aa)	22221	1	1	0
"zf-HIT protein Hit1 (predicted)"	22224	0	0	1
"box H/ACA snoRNP complex subunit Nhp2"	22225	0	0	1
"40S ribosomal protein S15 (predicted)"	22226	1	1	2
"ribosome biogenesis protein Rrp14 (predicted)"	22227	0	0	1
"conserved fungal protein"	22228	0	0	1
"superoxide dismutase Sod1"	22229	1	1	1
estExt_fgenesh1_kg.C_810511	22230	1	1	0
estExt_fgenesh1_pm.C_811174	22231	0	1	0
fgenesh1_pm.81_#_563	22232	1	1	0
estExt_Genewise1.C_810135	22234	1	1	0
Genemark.5960_g	22235	0	1	0
estExt_fgenesh1_kg.C_50109	22236	2	1	2
estExt_fgenesh1_pm.C_41068	22237	0	1	0
estExt_fgenesh1_kg.C_40133	22239	2	1	1
e_gw1.4.1922.1	22240	0	1	0
estExt_Genemark.C_40036	22241	1	1	0
estExt_fgenesh1_kg.C_30342	22242	1	1	0
estExt_Genemark.C_30736	22243	0	1	0
estExt_Genemark.C_30449	22245	0	1	0
Genemark.2292_g	22246	0	1	0
fgenesh1_pg.1_#_1398	22247	0	1	0
Genemark.1334_g	22248	1	1	0
e_gw1.1.3033.1	22249	0	1	0
fgenesh1_pg.1_#_378	22250	0	1	0
estExt_fgenesh1_pm.C_10232	22251	1	1	0
 Neurospora crassa OR74A hypothetical protein (155 aa)	22252	1	0	0
 Neurospora crassa OR74A hypothetical protein (155 aa)	22254	1	0	0
 Neurospora crassa OR74A hypothetical protein (155 aa)	22255	1	0	0
 Neurospora crassa OR74A hypothetical protein (155 aa)	22256	1	0	0
 Neurospora crassa OR74A hypothetical protein (155 aa)	22257	1	0	0
 Neurospora crassa OR74A hypothetical protein (155 aa)	22258	1	0	0
 Neurospora crassa OR74A hypothetical protein (155 aa)	22259	1	1	0
 Neurospora crassa OR74A hypothetical protein (155 aa)	22261	1	1	0
 Neurospora crassa OR74A hypothetical protein (155 aa)	22262	1	0	0
 Neurospora crassa OR74A hypothetical protein (155 aa)	22267	1	0	0
 Neurospora crassa OR74A hypothetical protein (155 aa)	22269	1	0	0
 Neurospora crassa OR74A hypothetical protein (155 aa)	22273	1	0	0
"Schizosaccharomyces specific protein"	22277	0	0	1
"Sjogren's syndrome/scleroderma autoantigen 1 family (predicted)"	22278	0	0	1
"mitochondrial ribosomal protein subunit L27 (predicted)"	22279	0	0	1
"Schizosaccharomyces specific protein"	22280	0	0	1
fgenesh1_pg.6_#_450	22281	0	1	0
fgenesh1_pg.6_#_96	22282	0	1	0
estExt_Genewise1.C_51808	22283	1	1	0
Genemark.5046_g	22284	0	1	0
e_gw1.4.2215.1	22285	0	1	0
Genemark.3141_g	22286	1	1	0
fgenesh1_pg.2_#_1071	22288	0	1	0
estExt_fgenesh1_kg.C_10363	22289	1	1	0
 Neurospora crassa OR74A hypothetical protein (154 aa)	22290	1	0	0
 Neurospora crassa OR74A hypothetical protein (154 aa)	22291	1	0	0
 Neurospora crassa OR74A hypothetical protein (154 aa)	22292	1	1	0
 Neurospora crassa OR74A hypothetical protein (154 aa)	22293	1	1	0
 Neurospora crassa OR74A hypothetical protein (154 aa)	22295	1	1	0
 Neurospora crassa OR74A hypothetical protein (154 aa)	22296	1	0	0
 Neurospora crassa OR74A hypothetical protein (154 aa)	22298	1	1	0
 Neurospora crassa OR74A hypothetical protein (154 aa)	22299	1	0	0
"DASH complex subunit Spc19"	22301	0	0	1
"ARP2/3 actin-organizing complex subunit Arc5"	22307	0	0	1
"mitochondrial TOM complex subunit Tom20 (predicted)"	22308	0	0	1
"SMN family protein Smn1"	22309	0	0	1
fgenesh1_pm.3_#_1140	22312	0	1	0
Genemark.4009_g	22313	0	1	0
estExt_fgenesh1_kg.C_30223	22314	0	1	0
e_gw1.3.2241.1	22315	1	1	0
Genemark.1041_g	22317	0	1	0
estExt_fgenesh1_kg.C_10104	22318	0	1	1
fgenesh1_pg.1_#_84	22319	0	1	0
 Neurospora crassa OR74A hypothetical protein (153 aa)	22320	1	0	0
 Neurospora crassa OR74A hypothetical protein (153 aa)	22321	1	0	0
 Neurospora crassa OR74A hypothetical protein (153 aa)	22322	1	0	0
 Neurospora crassa OR74A hypothetical protein (153 aa)	22323	1	0	0
 Neurospora crassa OR74A hypothetical protein (153 aa)	22324	1	0	0
 Neurospora crassa OR74A hypothetical protein (153 aa)	22325	1	0	0
 Neurospora crassa OR74A hypothetical protein (153 aa)	22326	1	0	0
 Neurospora crassa OR74A UDP-glucose 4-epimerase Gal10 (153 aa)	22327	1	0	0
 Neurospora crassa OR74A hypothetical protein (153 aa)	22328	1	0	0
 Neurospora crassa OR74A hypothetical protein (153 aa)	22330	1	0	0
 Neurospora crassa OR74A nascent polypeptide-associated complex beta subunit (153 aa)	22331	1	1	1
"mitochondrial ribosomal protein subunit S37 (predicted)"	22334	0	0	1
"Schizosaccharomyces specific protein"	22335	0	0	1
"40S ribosomal protein S13"	22337	1	1	1
"sSchizosaccharomyces pombe specific protein Mug114"	22338	0	0	1
"U4/U6 x U5 tri-snRNP complex subunit Snu23"	22339	0	0	1
"endocytic docking protein Mso1"	22341	0	0	1
fgenesh1_pm.6_#_46	22349	0	1	0
fgenesh1_pm.4_#_153	22351	0	1	0
Genemark.4115_g	22352	0	1	0
fgenesh1_pg.3_#_1040	22353	0	1	0
e_gw1.3.2242.1	22354	1	1	0
estExt_fgenesh1_kg.C_30356	22355	1	1	0
estExt_Genewise1.C_20885	22358	0	1	0
Genemark.1602_g	22359	0	1	0
estExt_fgenesh1_pm.C_11410	22360	1	1	0
 Neurospora crassa OR74A hypothetical protein (152 aa)	22361	1	0	0
 Neurospora crassa OR74A hypothetical protein (152 aa)	22362	1	0	0
 Neurospora crassa OR74A hypothetical protein (152 aa)	22363	1	0	0
 Neurospora crassa OR74A hypothetical protein (152 aa)	22364	1	0	0
 Neurospora crassa OR74A hypothetical protein (152 aa)	22366	1	0	0
 Neurospora crassa OR74A hypothetical protein (152 aa)	22369	1	0	0
 Neurospora crassa OR74A hypothetical protein (152 aa)	22370	1	0	0
 Neurospora crassa OR74A hypothetical protein (152 aa)	22371	1	0	0
 Neurospora crassa OR74A hypothetical protein (152 aa)	22372	1	1	0
 Neurospora crassa OR74A hypothetical protein (152 aa)	22375	1	0	0
 Neurospora crassa OR74A NADH:ubiquinone oxidoreductase 14.8 (152 aa)	22377	1	1	0
"Schizosaccharomyces pombe specific protein Meu15"	22378	0	0	1
"dubious"	22379	0	0	1
"NatC N-acetyltransferase complex catalytic subunit Naa30 (predicted)"	22380	0	0	1
"cell wall organization protein (predicted)"	22381	0	0	1
"Schizosaccharomyces specific protein Mug108"	22382	0	0	1
"mitochondrial single-stranded DNA binding protein Rim1"	22383	0	0	1
"meiotic recombination protein Rec25"	22386	0	0	1
"calmodulin Cam1"	22387	3	3	2
"ELLA family acetyltransferase (predicted)"	22388	0	0	1
e_gw1.81.2824.1	22389	0	1	0
estExt_fgenesh1_pg.C_810543	22390	0	1	0
Genemark.6252_g	22391	0	1	0
estExt_Genewise1Plus.C_51061	22392	1	1	0
fgenesh1_pm.4_#_808	22394	0	1	0
fgenesh1_pm.4_#_723	22395	0	1	0
estExt_Genewise1Plus.C_40239	22396	0	1	0
estExt_fgenesh1_kg.C_30387	22397	0	1	1
fgenesh1_pm.3_#_432	22399	0	1	0
estExt_fgenesh1_kg.C_30150	22400	1	1	1
estExt_fgenesh1_kg.C_30058	22401	1	1	2
estExt_fgenesh1_pm.C_11151	22402	1	1	1
fgenesh1_pg.1_#_1057	22403	0	1	0
fgenesh1_pm.1_#_431	22405	0	1	0
fgenesh1_pg.1_#_59	22408	0	1	0
 Neurospora crassa OR74A hypothetical protein (151 aa)	22409	1	1	0
 Neurospora crassa OR74A hypothetical protein (151 aa)	22410	1	0	0
 Neurospora crassa OR74A hypothetical protein (151 aa)	22412	1	1	0
 Neurospora crassa OR74A cell division cycle 42-like (151 aa)	22418	1	0	0
 Neurospora crassa OR74A riboflavin aldehyde-forming enzyme (151 aa)	22422	1	0	0
 Neurospora crassa OR74A hypothetical protein (151 aa)	22423	1	0	0
 Neurospora crassa OR74A hypothetical protein (151 aa)	22424	1	0	0
"Schizosaccharomyces pombe specific protein"	22425	0	0	1
"dubious"	22426	0	0	1
"D-Tyr-tRNA deacylase (predicted)"	22428	0	0	1
fgenesh1_pm.81_#_1456	22430	0	1	0
fgenesh1_pg.81_#_1300	22431	1	1	0
fgenesh1_pg.81_#_916	22432	1	1	0
Genemark.5288_g	22434	0	1	0
estExt_fgenesh1_pg.C_50024	22435	0	1	0
estExt_Genewise1Plus.C_32207	22437	1	1	0
estExt_fgenesh1_kg.C_30265	22438	0	1	0
estExt_fgenesh1_kg.C_30194	22439	0	1	0
estExt_Genewise1Plus.C_31052	22440	1	1	0
estExt_fgenesh1_kg.C_30055	22441	1	1	2
estExt_fgenesh1_kg.C_10398	22442	1	1	2
fgenesh1_pm.1_#_535	22443	0	1	0
Genemark.50_g	22445	0	1	0
 Neurospora crassa OR74A hypothetical protein (150 aa)	22446	1	0	0
 Neurospora crassa OR74A hypothetical protein (150 aa)	22447	1	0	0
 Neurospora crassa OR74A hypothetical protein (150 aa)	22452	1	1	0
 Neurospora crassa OR74A hypothetical protein (150 aa)	22454	1	0	0
 Neurospora crassa OR74A hypothetical protein (150 aa)	22458	1	0	0
 Neurospora crassa OR74A protein kinase regulator (150 aa)	22459	1	0	0
"vacuolar copper transporter Ctr6"	22463	0	0	1
"meiosis inducing protein Mei3"	22465	0	0	1
"40S ribosomal protein S12 (predicted)"	22466	1	1	2
"DUF1761 family protein"	22468	0	0	1
"TRAPP complex subunit 2-like (predicted)"	22469	0	0	1
Genemark.9364_g	22471	3	2	0
e_gw1.81.2880.1	22472	0	1	0
fgenesh1_pm.81_#_1507	22473	0	1	0
gw1.81.6108.1	22474	1	1	0
Genemark.8425_g	22475	1	1	0
estExt_fgenesh1_pm.C_60843	22476	1	1	0
e_gw1.6.1832.1	22477	0	1	1
fgenesh1_pm.3_#_837	22480	1	1	1
e_gw1.2.2709.1	22481	2	1	0
estExt_fgenesh1_kg.C_10201	22485	2	1	0
fgenesh1_pg.1_#_380	22486	0	1	0
 Neurospora crassa OR74A hypothetical protein (149 aa)	22487	1	0	0
 Neurospora crassa OR74A hypothetical protein (149 aa)	22488	1	0	0
 Neurospora crassa OR74A hypothetical protein (149 aa)	22489	1	0	0
 Neurospora crassa OR74A hypothetical protein (149 aa)	22490	1	0	0
 Neurospora crassa OR74A acetate non-utilizing protein 9 (149 aa)	22491	1	1	0
 Neurospora crassa OR74A hypothetical protein (149 aa)	22492	1	0	0
 Neurospora crassa OR74A hypothetical protein (149 aa)	22494	1	0	0
 Neurospora crassa OR74A hypothetical protein (149 aa)	22495	1	0	0
 Neurospora crassa OR74A hypothetical protein (149 aa)	22498	1	1	0
 Neurospora crassa OR74A hypothetical protein (149 aa)	22500	1	0	0
 Neurospora crassa OR74A hypothetical protein (149 aa)	22504	1	0	0
 Neurospora crassa OR74A hypothetical protein (149 aa)	22506	1	0	0
"histone lysine methyltransferase Set7 (predicted)"	22507	0	0	1
"DNA-directed RNA polymerase I complex subunit Ker1"	22509	0	0	1
"DUF757 family protein"	22510	0	0	1
"mitochondrial FUN14 family protein"	22513	0	0	1
"ribonuclease H2 complex subunit (predicted)"	22514	0	0	1
"NADPH-hemoprotein reductase (predicted)"	22515	0	0	2
"Sm snRNP core protein Smb1"	22516	0	0	1
"DNA helicase in rearranged telomeric region, truncated"	22517	0	0	1
fgenesh1_pm.81_#_2156	22518	0	1	0
fgenesh1_pm.81_#_2093	22519	1	1	0
estExt_Genewise1Plus.C_814827	22520	0	1	0
fgenesh1_pm.81_#_910	22521	0	1	0
estExt_Genemark.C_31113	22524	0	1	0
Genemark.3976_g	22525	0	1	0
fgenesh1_pg.2_#_1176	22527	0	1	0
fgenesh1_pm.2_#_1208	22528	0	1	0
e_gw1.2.1016.1	22529	0	1	0
e_gw1.2.1029.1	22530	0	1	0
fgenesh1_pg.2_#_104	22531	0	1	0
estExt_fgenesh1_kg.C_10444	22532	0	1	0
estExt_fgenesh1_pm.C_10992	22533	1	1	0
 Neurospora crassa OR74A hypothetical protein (148 aa)	22535	1	0	0
 Neurospora crassa OR74A hypothetical protein (148 aa)	22536	1	0	0
 Neurospora crassa OR74A hypothetical protein (148 aa)	22537	1	0	0
 Neurospora crassa OR74A hypothetical protein (148 aa)	22538	1	1	0
 Neurospora crassa OR74A thioredoxin II (148 aa)	22539	1	0	0
"S. pombe specific 5Tm protein family"	22546	0	0	4
"ribosome biogenesis protein Nop8 (predicted)"	22548	0	0	1
"Schizosaccharomyces pombe specific protein"	22549	0	0	1
"conserved eukaryotic protein"	22552	0	0	1
"monothiol glutaredoxin Grx5"	22553	0	0	1
"mouse transcriptional regulator, HCNGP-like (predicted)"	22554	0	0	1
"dubious"	22555	0	0	1
gw1.81.5921.1	22557	0	1	0
estExt_fgenesh1_kg.C_60313	22559	0	1	0
e_gw1.6.1023.1	22560	1	1	0
e_gw1.5.745.1	22561	0	1	0
estExt_Genewise1Plus.C_51293	22562	1	1	0
Genemark.5190_g	22563	0	1	0
e_gw1.4.2138.1	22564	0	1	0
fgenesh1_pm.4_#_818	22565	0	1	0
Genemark.4276_g	22566	0	1	0
estExt_fgenesh1_kg.C_30447	22567	1	1	0
estExt_Genewise1Plus.C_32557	22568	0	1	0
Genemark.4024_g	22569	0	1	0
fgenesh1_kg.2_#_448_#_226_1_CCGZ	22570	1	1	2
Genemark.1384_g	22571	0	1	0
fgenesh1_pm.1_#_361	22572	0	1	0
 Neurospora crassa OR74A hypothetical protein (147 aa)	22573	1	0	0
 Neurospora crassa OR74A hypothetical protein (147 aa)	22575	1	0	0
 Neurospora crassa OR74A hypothetical protein (147 aa)	22577	1	1	0
 Neurospora crassa OR74A DNA-directed RNA polymerase II polypeptide (147 aa)	22578	1	0	1
 Neurospora crassa OR74A hypothetical protein (147 aa)	22579	1	0	0
 Neurospora crassa OR74A hypothetical protein (147 aa)	22580	1	0	0
 Neurospora crassa OR74A hypothetical protein (147 aa)	22582	1	0	0
"histone deacetylase complex subunit, SAP128 family (predicted)"	22583	0	0	1
"mitochondrial ribosomal protein subunit L51 (predicted)"	22586	1	1	1
"Schizosaccharomyces pombe specific protein"	22587	0	0	1
"methyltransferase (predicted)"	22588	0	0	3
"mitochondrial ribosomal protein subunit L25 (predicted)"	22590	0	0	1
Genemark.9444_g	22592	1	1	0
estExt_Genewise1Plus.C_813435	22594	1	1	0
fgenesh1_pm.81_#_44	22595	1	1	0
estExt_Genemark.C_810021	22596	1	1	0
e_gw1.7.3.1	22597	0	1	0
fgenesh1_pg.6_#_818	22598	0	1	0
e_gw1.4.2207.1	22599	1	1	0
Genemark.4654_g	22600	1	1	0
fgenesh1_pm.4_#_446	22601	0	1	0
fgenesh1_kg.4_#_119_#_52_1_CCGZ	22602	2	1	2
fgenesh1_pg.2_#_312	22605	0	1	0
fgenesh1_pm.1_#_1431	22607	1	1	0
estExt_Genewise1.C_13132	22608	1	1	0
 Neurospora crassa OR74A hypothetical protein (146 aa)	22609	1	0	0
 Neurospora crassa OR74A hypothetical protein (146 aa)	22611	1	1	0
 Neurospora crassa OR74A hypothetical protein (146 aa)	22613	1	0	0
 Neurospora crassa OR74A hypothetical protein (146 aa)	22614	1	1	0
 Neurospora crassa OR74A hypothetical protein (146 aa)	22617	1	0	0
 Neurospora crassa OR74A hypothetical protein (146 aa)	22619	1	1	0
"NatA N-acetyltransferase subunit Naa50 (predicted)"	22624	0	0	1
"mitochondrial ribosomal protein subunit L4 (predicted)"	22625	0	0	1
"mediator complex subunit Med10"	22627	0	0	1
"rRNA processing protein Fyv7 (predicted)"	22628	0	0	1
"Ino80 complex subunit Iec5"	22629	0	0	1
"mitochondrial TOM complex subunit Tom22 (predicted)"	22632	0	0	1
estExt_Genewise1Plus.C_815287	22633	1	1	0
estExt_fgenesh1_pg.C_811703	22634	0	1	0
e_gw1.81.2910.1	22636	1	1	0
fgenesh1_pg.81_#_89	22637	0	1	0
fgenesh1_pg.5_#_794	22638	0	1	0
Genemark.5348_g	22640	1	1	0
e_gw1.3.2158.1	22641	0	1	0
estExt_fgenesh1_kg.C_20159	22642	0	1	0
fgenesh1_pg.2_#_91	22643	0	1	0
fgenesh1_pg.1_#_802	22644	0	1	0
fgenesh1_pm.1_#_797	22645	1	1	0
e_gw1.1.3043.1	22646	0	1	0
 Neurospora crassa OR74A hypothetical protein (145 aa)	22647	1	0	0
 Neurospora crassa OR74A hypothetical protein (145 aa)	22648	1	0	0
 Neurospora crassa OR74A hypothetical protein (145 aa)	22650	1	1	0
 Neurospora crassa OR74A hypothetical protein (145 aa)	22652	1	0	0
 Neurospora crassa OR74A hypothetical protein (145 aa)	22653	1	0	0
 Neurospora crassa OR74A hypothetical protein (145 aa)	22654	1	0	0
 Neurospora crassa OR74A lectin 2b (145 aa)	22656	1	0	0
 Neurospora crassa OR74A golgi apparatus membrane protein tvp-23 (145 aa)	22658	1	0	0
"Schizosaccharomyces specific protein"	22661	0	0	1
"mitochondrial conserved eukaryotic protein (predicted)"	22662	0	0	1
"sorting nexin Snx3 (predicted)"	22663	1	0	1
"autophagy protein Atg16"	22664	0	0	1
"heat shock protein Hsp16"	22667	0	0	1
"conserved fungal protein"	22668	0	0	1
"WW domain containing conserved fungal protein"	22670	0	0	1
"myosin I light chain Cam2"	22671	0	0	1
"tRNA-splicing endonuclease subunit Sen15 (predicted)"	22672	0	0	1
"Schizosaccharomyces specific protein"	22674	0	0	1
"conserved fungal protein"	22675	0	0	1
fgenesh1_pg.81_#_1600	22676	0	1	0
e_gw1.81.2867.1	22677	0	1	0
estExt_Genemark.C_810361	22678	1	1	0
Genemark.7250_g	22679	0	1	0
Genemark.6261_g	22680	0	1	0
e_gw1.5.739.1	22681	2	1	1
estExt_fgenesh1_kg.C_40432	22682	0	1	0
estExt_Genewise1Plus.C_41680	22683	4	2	3
fgenesh1_pg.4_#_320	22685	0	1	0
fgenesh1_pm.4_#_207	22686	0	1	0
Genemark.4208_g	22687	1	1	0
e_gw1.4.2163.1	22688	2	1	0
fgenesh1_pm.2_#_272	22690	1	1	0
fgenesh1_pg.1_#_1433	22691	0	1	0
fgenesh1_pg.1_#_109	22692	0	1	0
 Neurospora crassa OR74A hypothetical protein (144 aa)	22693	1	0	0
 Neurospora crassa OR74A hypothetical protein (144 aa)	22694	1	0	0
 Neurospora crassa OR74A hypothetical protein (144 aa)	22698	1	1	0
 Neurospora crassa OR74A cytosine deaminase (144 aa)	22703	1	0	0
